"Zip","Date Recd","Date Rept","Lab No","H1","1:1 Soil pH","WDRF Buffer","1:1 Soluble Salt","Excess Lime","Organic Matter","CO2-C","H2O Total N","H2O Organic N","H2O Total Organic C","H3A Nitrate","H3A Ammonium","H3A Inorganic Nitrogen","H3A Total Phosphorus","H3A Inorganic Phosphorus","H3A Organic Phosphorus","H3A ICAP Potassium","H3A ICAP Calcium","H3A ICAP Aluminum","H3A ICAP Iron","H3A ICAP Sulfur","H3A ICAP Zinc","H3A ICAP Manganese","H3A ICAP Copper","H3A ICAP Magnesium","H3A ICAP Sodium","% MAC","Organic C:N","Organic N:Inorganic N","Organic N Release","Organic N Reserve","Organic P Release","Organic P Reserve","Soil Health Calculation","Available N","Available P","Available K","Nutrient Value","Traditional N","Haney Test N","Lbs N Difference","N savings","Cover crop mix","Past Crop","Crop 1","YG 1","Nitrogen Rec 1","P205 Rec 1","K2O Rec 1","Magnesium Rec 1","Sulfur Rec 1","Zinc Rec 1","Iron Rec 1","Manganese Rec 1","Copper Rec 1","Lime Rec 1","Crop 2","YG 2","Nitrogen Rec 2","P205 Rec 2","K2O Rec 2","Magnesium Rec 2","Sulfur Rec 2","Zinc Rec 2","Iron Rec 2","Manganese Rec 2","Copper Rec 2","Lime Rec 2","Crop 3","YG 3","Nitrogen Rec 3","P205 Rec 3","K2O Rec 3","Magnesium Rec 3","Sulfur Rec 3","Zinc Rec 3","Iron Rec 3","Manganese Rec 3","Copper Rec 3","Lime Rec 3","Beta Glucosidase ppm pNP g-1 soil h-1","Urease ppm NH4-N g-1 soil h-1","Phosphodiesterase ppm pNP g-1 soil h-1","Dehydrogenase ppm INTF g-1 soil h-1","Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1","Beta Glucosaminidase ppm pNP g-1 soil h-1","Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1","Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1","Arylsulfatase ppm pNP g-1 soil h-1","Enzyme Soil Moisture %","Beginning Depth","Ending Depth"
"47403","11/10/2022","11/14/2022","25868","","6.13","6.9","0.08","NONE","1","10.01","10.9","2.3","34.6","6.86","1.74","8.6","4.64","4.18","0.46","22.16","126.7","197.74","56.4","6.55","0.25","11.25","0.22","20.5","17.76","28.91","15.04","0.27","2.3","0","0.4","0.06","1.92","19.62","10.52","26.59","38.54","12.35","19.62","7.27","7.56","70% Legume 30% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25869","","6.87","","0.11","NONE","1.3","19.19","16.28","7.32","100.89","7.76","1.2","8.96","24.42","22.2","2.22","20.09","383.32","168.88","46.04","3.4","0.58","23.73","0.29","60.02","10.66","19.02","13.77","0.82","5.57","1.75","1.27","0.95","4.67","26.16","53.97","24.11","64.09","13.97","26.16","12.19","12.68","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25870","","6.36","6.91","0.1","NONE","1.2","15.11","15.26","5.24","86.97","9.4","0.63","10.03","20.46","18.6","1.86","16.73","331.81","166.73","87.31","10.05","0.35","8.34","0.28","55.82","15.67","17.37","16.6","0.52","3.64","1.6","0.97","0.89","3.77","24.6","45.01","20.08","56.33","16.92","24.6","7.68","7.99","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25871","","5.94","6.63","0.1","NONE","2.6","29.03","23.16","5.96","106.31","16.2","0.99","17.19","7.92","7.27","0.65","32.72","274.27","220.3","55.72","5.52","0.85","10.42","0.2","76.44","10.79","27.3","17.83","0.35","5.96","0","0.53","0.12","5.63","41.68","17.95","39.27","71.24","29.16","41.68","12.52","13.02","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25872","","6.03","6.8","0.09","NONE","1.6","31.78","16.19","5.81","94.29","9.06","1.32","10.38","9.86","8.95","0.91","21","178.58","193.25","63.4","3.59","0.43","15.94","0.23","50.81","12.24","33.71","16.23","0.56","5.81","0","0.91","0","5.65","29.14","22.69","25.2","53.35","16.31","29.14","12.84","13.35","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25873","","6.11","6.87","0.09","NONE","1.1","15.75","11.31","2.86","48.56","7.5","0.95","8.45","16.38","14.9","1.48","17.55","199.66","152.38","41.23","4.81","0.45","14.07","0.22","35.54","12.66","32.44","16.98","0.34","2.86","0","1.44","0.04","2.83","20.36","37.59","21.06","48.99","13.5","20.36","6.86","7.13","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25874","","6.6","","0.11","NONE","1.4","25.42","16.42","4.07","74.34","11.9","0.45","12.35","9.45","8.46","0.99","32.26","329.73","169.98","46.32","4.46","0.83","10.66","0.16","68.48","10.7","34.2","18.27","0.33","4.07","0","0.99","0","4.44","29.56","21.74","38.71","60.1","21.42","29.56","8.14","8.47","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25875","","6.32","6.87","0.11","NONE","1.6","28.6","11.17","4.14","76.36","6.4","0.63","7.03","13.16","12.2","0.96","20.82","287.18","176.4","40.8","4.31","0.66","14.81","0.23","44.44","15.72","37.45","18.46","0.59","4.14","0","0.96","0","4.8","20.1","30.26","24.98","47.32","11.52","20.1","8.58","8.92","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25876","","6.52","6.82","0.08","NONE","1.3","25.23","6.18","4.49","71.51","0.9","0.79","1.69","15.86","14.7","1.16","23.48","243.87","145.63","44.06","2.82","1.62","24.54","0.31","53.3","15.4","35.28","15.92","2.65","4.49","0","1.16","0","4.4","11.13","36.48","28.18","42.45","1.62","11.13","9.51","9.89","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25877","","5.98","6.69","0.1","NONE","1.8","37.27","8.98","6.33","112.14","1.54","1.11","2.65","7.91","6.96","0.95","39.05","158.49","223.23","68.23","4.59","0.9","11.87","0.37","45.66","14.78","33.24","17.71","2.39","6.33","0","0.95","0","6.6","16.17","18.19","46.86","48.61","2.77","16.17","13.4","13.93","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25878","","6.18","6.76","0.11","NONE","2.1","25.38","14.79","4.92","84.99","8.6","1.27","9.87","8.66","7.56","1.1","25.86","368.29","237.44","53.92","4.6","0.45","6.6","0.19","52.58","15.59","29.87","17.29","0.5","4.92","0","0.98","0.11","4.73","26.62","19.65","31.03","52.24","15.48","26.62","11.14","11.58","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25879","","6.9","","0.12","NONE","1.3","19.49","10.93","3.73","69.43","6.37","0.83","7.2","7.12","6.3","0.82","14.74","380.89","166.86","33.25","8.88","0.33","5.08","0.24","31.78","19.49","28.08","18.62","0.52","3.73","0","0.69","0.13","3.71","19.67","16.08","17.69","36.7","11.47","19.67","8.21","8.54","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25880","","6.2","6.69","0.09","NONE","2.4","33.73","9.72","5.94","109.25","2.7","1.08","3.78","7.66","6.63","1.03","40.57","243.72","229.82","72.27","4.51","1.05","11.68","0.24","45.64","15.86","30.87","18.39","1.57","5.94","0","0.95","0.08","6.15","17.49","17.43","48.68","50.55","4.86","17.49","12.63","13.14","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25881","","6.26","6.86","0.16","NONE","1.3","18.5","10.36","3.91","66.33","5.96","0.49","6.45","16.78","15.4","1.38","13.75","230.14","157.9","109.21","8.8","0.35","3.82","0.21","37.81","13.16","27.88","16.98","0.61","3.91","0","1.15","0.23","3.57","18.65","38.08","16.51","45.16","10.73","18.65","7.92","8.24","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25882","","6.07","6.8","0.16","NONE","1.5","21.17","14.05","3.44","67.75","10","0.61","10.61","17.25","15.7","1.55","24.87","328.12","175.2","76.24","6.29","0.49","12.32","0.22","37.52","15.54","31.25","19.67","0.32","3.44","0","1.45","0.1","3.82","25.29","39.44","29.85","59.37","18","25.29","7.29","7.58","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25883","","5.6","6.67","0.18","NONE","2.5","28.67","10.59","3.76","62.49","6.08","0.74","6.82","5.6","5.08","0.52","25.02","173.3","172.21","128.49","5.86","0.43","1.49","0.16","41.93","15.76","45.88","16.6","0.55","3.76","0","0.52","0","4.49","19.05","12.87","30.03","40.75","10.94","19.05","8.11","8.43","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25884","","5.81","6.89","0.1","NONE","0.7","8.89","7.37","3.29","47.87","3.21","0.87","4.08","3.13","2.79","0.34","12.88","94.1","256.67","60.06","12.85","0.23","1.59","0.14","24.62","11.58","18.58","14.54","0.81","2.45","0.85","0.19","0.15","2.18","23.49","6.85","15.46","35.31","11.56","23.49","11.93","12.41","70% Legume 30% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","18"
"47403","11/10/2022","11/14/2022","25885","","5.64","6.82","0.26","NONE","1.4","18.07","29.03","3.63","70.75","24.3","1.1","25.4","26.62","24.2","2.42","35.68","239.27","176.4","44.36","24.85","0.55","23.99","0.28","35.13","14.3","25.54","19.51","0.14","3.63","0","1.85","0.57","3.58","104.5","59.93","42.82","157.65","87.48","104.5","17.02","17.7","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","18"
"47403","11/10/2022","11/14/2022","25886","","6.23","6.97","0.12","NONE","0.8","9.6","7.36","2.82","34.24","3.41","1.13","4.54","8.75","7","1.75","26.48","94.32","272.81","105.4","4.56","0.35","6.38","0.29","22.39","12.3","28.03","12.15","0.62","2.82","0","1.47","0.28","1.93","26.49","19.48","31.78","52.4","12.28","26.49","14.21","14.78","70% Legume 30% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","18"
"47403","11/10/2022","11/14/2022","25887","","6.98","","0.14","NONE","1.4","18.8","13.42","4.83","85.26","7.59","1","8.59","32.75","27.3","5.45","27.75","419.02","145.15","33.54","4.94","0.9","8.36","0.12","150.08","18.34","22.05","17.65","0.56","4.26","0.57","3.61","1.85","4.07","23.13","71.08","33.3","73.4","13.66","23.13","9.47","9.85","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25888","","5.17","6.49","0.12","NONE","1.7","28.55","12.52","5.88","88.71","5.67","0.97","6.64","17.86","14.3","3.56","19.64","99.03","153.84","42.01","4.55","1.21","13.66","0.13","34.17","10.75","32.18","15.07","0.89","5.88","0","3.44","0.12","5.22","22.54","40.8","23.56","53.99","10.21","22.54","12.33","12.82","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25889","","6.23","6.86","0.13","NONE","1.6","14.33","11.71","3.97","74.7","6.38","1.36","7.74","25.85","23.9","1.95","18.16","226.05","181.87","39.67","2.99","0.96","13.74","0.21","69.12","11.7","19.19","18.8","0.51","3.05","0.92","1.12","0.83","3.32","19.42","57.55","21.8","57.57","11.48","19.42","7.94","8.25","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25890","","6.38","6.82","0.17","NONE","1.9","22.24","15.7","4.51","82.58","10.3","0.89","11.19","20.81","18.1","2.71","16.42","325.01","142.91","27.86","3.55","0.98","11.69","0.12","116.2","10","26.92","18.31","0.4","4.51","0","2.19","0.52","4.33","28.26","46.67","19.71","60.71","18.54","28.26","9.72","10.11","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"47403","11/10/2022","11/14/2022","25891","","6.2","6.69","0.08","NONE","1.5","11.34","7.33","3.67","57.17","1.79","1.87","3.66","5.46","4.82","0.64","13.4","167.8","232.72","58.61","2.71","0.41","8.49","0.24","44.44","10.22","19.84","15.56","1","2.92","0.76","0.38","0.26","2.65","23.67","11.96","16.08","38.16","6.44","23.67","17.23","17.92","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","18"
